X,Y,Z
0.75,0.07,6.89
0.76,0.07,6.89
0.76,0.07,6.9
0.76,0.07,6.91
0.76,0.07,6.92
0.77,0.07,6.93
0.77,0.08,6.94
0.77,0.08,6.95
0.77,0.08,6.95
0.77,0.08,6.96
0.77,0.07,6.98
0.77,0.07,6.99
0.77,0.07,6.99
0.77,0.07,7
0.77,0.07,7.01
0.77,0.07,7.03
0.77,0.07,7.04
0.77,0.07,7.05
0.77,0.07,7.05
0.77,0.07,7.06
0.76,0.06,7.08
0.76,0.06,7.09
0.76,0.06,7.1
0.76,0.06,7.11
0.75,0.06,7.12
0.74,0.05,7.14
0.74,0.05,7.15
0.74,0.05,7.16
0.73,0.05,7.17
0.73,0.06,7.18
0.72,0.06,7.2
0.71,0.06,7.21
0.71,0.07,7.22
0.7,0.07,7.23
0.7,0.07,7.25
0.69,0.07,7.26
0.69,0.07,7.27
0.68,0.07,7.28
0.68,0.07,7.29
0.68,0.07,7.3
0.67,0.07,7.32
0.67,0.07,7.32
0.67,0.07,7.33
0.66,0.08,7.34
0.66,0.08,7.35
0.66,0.08,7.37
0.66,0.08,7.38
0.66,0.08,7.39
0.66,0.08,7.39
0.65,0.07,7.4
0.65,0.07,7.42
0.65,0.07,7.43
0.65,0.07,7.44
0.65,0.07,7.45
0.65,0.07,7.46
0.65,0.07,7.48
0.65,0.07,7.49
0.66,0.07,7.5
0.66,0.07,7.5
0.66,0.06,7.51
0.66,0.06,7.53
0.66,0.06,7.55
0.67,0.06,7.56
0.67,0.06,7.57
0.68,0.06,7.59
0.68,0.06,7.6
0.68,0.06,7.61
0.68,0.06,7.62
0.69,0.06,7.64
0.7,0.06,7.66
0.7,0.06,7.67
0.7,0.06,7.68
0.7,0.06,7.7
0.71,0.06,7.71
0.71,0.07,7.73
0.72,0.07,7.75
0.72,0.07,7.76
0.72,0.07,7.77
0.73,0.07,7.78
0.73,0.07,7.81
0.73,0.08,7.82
0.74,0.08,7.83
0.74,0.08,7.84
0.74,0.07,7.85
0.74,0.07,7.88
0.74,0.07,7.89
0.74,0.07,7.9
0.74,0.08,7.91
0.74,0.08,7.92
0.74,0.08,7.94
0.74,0.08,7.95
0.74,0.08,7.96
0.74,0.07,7.97
0.74,0.07,7.98
0.73,0.07,8
0.73,0.07,8.01
0.73,0.07,8.02
0.72,0.07,8.03
0.72,0.07,8.04
0.71,0.06,8.05
0.71,0.06,8.059999
0.71,0.06,8.07
0.7,0.06,8.08
0.7,0.06,8.09
0.69,0.06,8.099999
0.69,0.06,8.11
0.68,0.06,8.12
0.68,0.06,8.13
0.68,0.07,8.13
0.67,0.07,8.15
0.67,0.07,8.16
0.66,0.07,8.17
0.66,0.07,8.179999
0.66,0.07,8.179999
0.65,0.07,8.2
0.65,0.07,8.21
0.65,0.07,8.21
0.65,0.07,8.22
0.65,0.07,8.23
0.64,0.07,8.25
0.64,0.07,8.26
0.64,0.07,8.27
0.64,0.07,8.27
0.64,0.07,8.28
0.63,0.07,8.3
0.63,0.07,8.309999
0.63,0.07,8.32
0.63,0.07,8.33
0.63,0.07,8.34
0.63,0.07,8.37
0.63,0.06,8.38
0.63,0.06,8.389999
0.63,0.06,8.4
0.63,0.06,8.41
0.63,0.06,8.44
0.63,0.06,8.45
0.63,0.06,8.46
0.63,0.06,8.48
0.63,0.06,8.49
0.63,0.06,8.51
0.63,0.05,8.53
0.64,0.06,8.54
0.64,0.06,8.55
0.64,0.06,8.57
0.64,0.06,8.59
0.64,0.07,8.599999
0.64,0.07,8.61
0.64,0.07,8.63
0.64,0.07,8.639999
0.64,0.07,8.66
0.64,0.07,8.67
0.64,0.07,8.679999
0.64,0.07,8.69
0.64,0.07,8.7
0.63,0.07,8.72
0.63,0.07,8.73
0.63,0.07,8.73
0.63,0.07,8.74
0.63,0.07,8.75
0.62,0.07,8.77
0.62,0.07,8.78
0.61,0.07,8.79
0.61,0.07,8.8
0.6,0.07,8.8
0.6,0.06,8.82
0.59,0.06,8.83
0.59,0.06,8.83
0.58,0.06,8.84
0.58,0.05,8.849999
0.57,0.05,8.86
0.56,0.05,8.87
0.55,0.05,8.88
0.55,0.05,8.889999
0.54,0.06,8.889999
0.53,0.06,8.91
0.52,0.07,8.91
0.52,0.07,8.92
0.52,0.07,8.929999
0.51,0.07,8.929999
0.5,0.07,8.95
0.5,0.07,8.95
0.49,0.07,8.96
0.49,0.07,8.97
0.49,0.07,8.97
0.48,0.08,8.99
0.48,0.08,8.99
0.47,0.08,9
0.47,0.08,9
0.47,0.08,9.01
0.47,0.08,9.02
0.47,0.08,9.03
0.47,0.08,9.03
0.46,0.08,9.04
0.46,0.08,9.04
0.46,0.08,9.059999
0.46,0.08,9.059999
0.46,0.08,9.07
0.46,0.08,9.07
0.46,0.08,9.08
0.46,0.09,9.09
0.46,0.09,9.099999
0.46,0.09,9.099999
0.46,0.09,9.099999
0.46,0.09,9.11
0.46,0.09,9.11
0.46,0.09,9.11
0.46,0.09,9.11
0.46,0.09,9.11
0.46,0.09,9.11
0.46,0.09,9.12
0.46,0.09,9.12
0.46,0.09,9.12
0.46,0.09,9.12
0.46,0.09,9.12
0.46,0.09,9.12
0.46,0.09,9.12
0.46,0.09,9.12
0.46,0.09,9.12
0.46,0.09,9.12
0.46,0.09,9.12
0.47,0.09,9.12
0.47,0.09,9.12
0.47,0.09,9.12
0.47,0.09,9.12
0.47,0.09,9.12
0.47,0.09,9.12
0.47,0.09,9.12
0.47,0.09,9.12
0.47,0.09,9.12
0.48,0.09,9.12
0.48,0.09,9.12
0.48,0.09999999,9.12
0.48,0.09999999,9.12
0.48,0.09999999,9.12
0.48,0.09999999,9.12
0.48,0.09999999,9.12
0.48,0.09999999,9.12
0.48,0.09999999,9.12
0.48,0.09999999,9.12
0.49,0.09999999,9.12
0.49,0.09999999,9.12
0.49,0.09999999,9.12
0.49,0.09999999,9.12
0.49,0.09999999,9.12
0.49,0.09999999,9.12
0.49,0.09999999,9.12
0.49,0.09999999,9.12
0.49,0.09999999,9.12
0.49,0.09999999,9.11
0.49,0.09999999,9.12
0.49,0.09999999,9.11
0.49,0.09999999,9.11
0.49,0.09999999,9.11
0.49,0.09999999,9.11
0.49,0.09999999,9.11
0.49,0.09999999,9.11
0.49,0.09999999,9.11
0.49,0.09999999,9.11
0.49,0.09999999,9.11
0.49,0.09,9.12
0.49,0.09,9.12
0.49,0.09,9.12
0.49,0.09,9.12
0.49,0.09,9.12
0.48,0.09,9.13
0.48,0.09,9.13
0.48,0.08,9.13
0.48,0.08,9.13
0.48,0.08,9.13
0.48,0.08,9.13
0.48,0.08,9.13
0.48,0.08,9.13
0.48,0.08,9.13
0.48,0.08,9.139999
0.48,0.08,9.139999
0.48,0.08,9.139999
0.48,0.08,9.139999
0.48,0.08,9.139999
0.48,0.08,9.139999
0.48,0.08,9.139999
0.48,0.08,9.139999
0.48,0.08,9.139999
0.48,0.08,9.139999
0.48,0.08,9.139999
0.48,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.13
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.12
0.47,0.08,9.11
0.47,0.08,9.11
0.47,0.08,9.11
0.47,0.08,9.11
0.48,0.08,9.11
0.48,0.08,9.11
0.48,0.08,9.11
0.48,0.08,9.11
0.48,0.08,9.11
0.48,0.08,9.11
0.48,0.08,9.12
0.48,0.08,9.12
0.48,0.08,9.12
0.48,0.08,9.12
0.48,0.08,9.12
0.48,0.08,9.12
0.48,0.08,9.12
0.48,0.08,9.13
0.48,0.07,9.13
0.49,0.07,9.13
0.49,0.07,9.13
0.49,0.07,9.139999
0.49,0.07,9.139999
0.5,0.07,9.15
0.5,0.07,9.15
0.5,0.07,9.16
0.5,0.07,9.16
0.5,0.07,9.17
0.5,0.07,9.17
0.51,0.07,9.179999
0.51,0.07,9.19
0.51,0.07,9.19
0.51,0.07,9.19
0.51,0.07,9.2
0.51,0.07,9.2
0.51,0.07,9.21
0.51,0.07,9.22
0.51,0.07,9.22
0.5,0.07,9.22
0.5,0.07,9.23
0.5,0.07,9.23
0.5,0.06,9.23
0.51,0.06,9.24
0.51,0.06,9.24
0.51,0.06,9.24
0.51,0.07,9.24
0.51,0.07,9.24
0.52,0.07,9.24
0.52,0.07,9.24
0.52,0.07,9.24
0.52,0.07,9.24
0.53,0.07,9.24
0.53,0.07,9.24
0.53,0.07,9.24
0.53,0.07,9.24
0.54,0.07,9.24
0.54,0.07,9.24
0.55,0.07,9.23
0.55,0.07,9.23
0.55,0.07,9.23
0.56,0.07,9.22
0.56,0.07,9.22
0.57,0.07,9.22
0.57,0.07,9.22
0.57,0.07,9.21
0.58,0.07,9.2
0.58,0.07,9.2
0.59,0.07,9.2
0.59,0.07,9.19
0.6,0.07,9.19
0.61,0.07,9.179999
0.61,0.07,9.179999
0.62,0.07,9.17
0.62,0.07,9.17
0.63,0.07,9.16
0.64,0.07,9.16
0.64,0.07,9.15
0.64,0.07,9.15
0.65,0.07,9.139999
0.65,0.07,9.139999
0.66,0.07,9.13
0.67,0.07,9.13
0.67,0.07,9.13
0.67,0.07,9.12
0.68,0.07,9.12
0.68,0.07,9.11
0.69,0.07,9.11
0.69,0.07,9.11
0.69,0.07,9.099999
0.7,0.07,9.099999
0.7,0.08,9.09
0.71,0.08,9.09
0.71,0.08,9.08
0.71,0.08,9.08
0.71,0.08,9.08
0.72,0.08,9.07
0.72,0.08,9.059999
0.72,0.08,9.059999
0.72,0.08,9.059999
0.73,0.08,9.05
0.73,0.08,9.04
0.73,0.08,9.03
0.74,0.08,9.03
0.74,0.08,9.02
0.74,0.07,9.02
0.74,0.07,9
0.75,0.07,9
0.75,0.07,8.99
0.75,0.07,8.98
0.75,0.07,8.97
0.76,0.07,8.96
0.76,0.07,8.95
0.76,0.07,8.94
0.76,0.07,8.929999
0.76,0.07,8.92
0.76,0.06,8.9
0.76,0.06,8.889999
0.76,0.06,8.88
0.77,0.06,8.86
0.77,0.06,8.849999
0.77,0.06,8.83
0.77,0.06,8.809999
0.77,0.06,8.8
0.77,0.06,8.79
0.78,0.06,8.77
0.78,0.06,8.75
0.78,0.06,8.73
0.78,0.06,8.72
0.78,0.06,8.7
0.78,0.06,8.69
0.79,0.07,8.66
0.79,0.07,8.639999
0.79,0.07,8.63
0.8,0.07,8.61
0.8,0.07,8.599999
0.8,0.07,8.57
0.8,0.07,8.559999
0.81,0.07,8.55
0.81,0.07,8.53
0.81,0.07,8.52
0.82,0.07,8.5
0.82,0.07,8.49
0.82,0.07,8.47
0.83,0.07,8.46
0.83,0.07,8.45
0.84,0.07,8.429999
0.85,0.07,8.41
0.85,0.07,8.4
0.86,0.07,8.389999
0.86,0.07,8.38
0.87,0.06,8.349999
0.88,0.06,8.34
0.89,0.06,8.33
0.89,0.06,8.309999
0.9,0.05,8.3
0.91,0.05,8.27
0.92,0.05,8.26
0.93,0.04,8.24
0.94,0.04,8.23
0.95,0.04,8.22
0.97,0.03,8.19
0.98,0.03,8.17
0.9899999,0.03,8.16
1,0.03,8.15
1.01,0.04,8.13
1.03,0.04,8.099999
1.04,0.04,8.09
1.05,0.05,8.07
1.06,0.05,8.059999
1.08,0.05,8.04
1.09,0.06,8.01
1.1,0.06,8
1.11,0.06,7.98
1.12,0.06,7.97
1.13,0.06,7.96
1.15,0.06,7.93
1.15,0.06,7.91
1.16,0.07,7.9
1.17,0.07,7.89
1.17,0.07,7.87
1.19,0.07,7.84
1.19,0.07,7.83
1.2,0.07,7.82
1.2,0.06,7.8
1.21,0.06,7.79
1.22,0.06,7.76
1.23,0.06,7.75
1.23,0.06,7.73
1.24,0.06,7.72
1.24,0.05,7.7
1.25,0.05,7.69
1.26,0.05,7.66
1.26,0.04,7.64
1.27,0.04,7.63
1.27,0.04,7.61
1.28,0.04,7.58
1.29,0.04,7.56
1.29,0.04,7.54
1.29,0.04,7.53
1.3,0.04,7.51
1.3,0.04,7.5
1.31,0.04,7.47
1.31,0.05,7.45
1.32,0.05,7.43
1.32,0.05,7.42
1.34,0.05,7.39
1.34,0.05,7.38
1.34,0.05,7.36
1.35,0.05,7.35
1.35,0.05,7.34
1.37,0.06,7.31
1.37,0.06,7.3
1.38,0.06,7.29
1.38,0.06,7.27
1.39,0.06,7.26
1.4,0.06,7.24
1.4,0.06,7.22
1.41,0.06,7.21
1.41,0.06,7.2
1.42,0.06,7.19
1.44,0.06,7.16
1.44,0.05,7.15
1.45,0.05,7.14
1.46,0.05,7.13
1.46,0.05,7.11
1.48,0.04,7.09
1.49,0.04,7.08
1.5,0.04,7.07
1.51,0.03,7.05
1.51,0.03,7.04
1.53,0.03,7.01
1.54,0.03,7
1.55,0.03,6.99
1.56,0.03,6.97
1.57,0.03,6.96
1.59,0.04,6.94
1.6,0.04,6.93
1.61,0.04,6.91
1.61,0.05,6.9
1.62,0.05,6.89
1.64,0.05,6.86
1.64,0.05,6.85
1.65,0.05,6.84
1.65,0.05,6.83
1.66,0.05,6.82
1.67,0.06,6.79
1.68,0.06,6.78
1.68,0.06,6.77
1.69,0.06,6.76
1.69,0.06,6.75
1.7,0.06,6.72
1.71,0.06,6.71
1.71,0.06,6.7
1.71,0.05,6.69
1.72,0.05,6.68
1.72,0.05,6.65
1.72,0.05,6.64
1.73,0.05,6.62
1.73,0.05,6.61
1.73,0.05,6.6
1.73,0.04,6.57
1.73,0.04,6.55
1.73,0.04,6.54
1.73,0.04,6.52
1.73,0.04,6.51
1.73,0.04,6.47
1.73,0.04,6.46
1.73,0.04,6.44
1.74,0.04,6.43
1.74,0.04,6.41
1.74,0.04,6.38
1.74,0.04,6.36
1.74,0.05,6.35
1.74,0.05,6.34
1.75,0.06,6.32
1.75,0.06,6.3
1.75,0.06,6.28
1.75,0.06,6.27
1.76,0.06,6.26
1.76,0.06,6.25
1.77,0.06,6.22
1.77,0.06,6.21
1.78,0.06,6.2
1.78,0.06,6.19
1.79,0.06,6.18
1.81,0.06,6.16
1.81,0.06,6.15
1.82,0.06,6.14
1.83,0.05,6.13
1.84,0.05,6.12
1.85,0.05,6.11
1.86,0.05,6.1
1.86,0.05,6.09
1.87,0.05,6.08
1.88,0.05,6.07
1.89,0.04,6.05
1.89,0.04,6.04
1.9,0.04,6.04
1.91,0.03,6.03
1.91,0.03,6.02
1.92,0.03,6
1.93,0.04,6
1.94,0.04,5.98
1.94,0.04,5.98
1.95,0.04,5.97
1.96,0.05,5.96
1.96,0.05,5.95
1.96,0.05,5.95
1.97,0.05,5.94
1.97,0.04,5.93
1.98,0.04,5.92
1.98,0.04,5.91
1.98,0.04,5.9
1.99,0.04,5.9
1.99,0.04,5.89
1.99,0.04,5.87
1.99,0.03,5.87
1.99,0.03,5.86
1.99,0.04,5.86
1.99,0.04,5.86
1.98,0.05,5.85
1.97,0.06,5.85
1.97,0.06,5.85
1.96,0.06,5.84
1.96,0.06,5.84
1.95,0.07,5.83
1.94,0.07,5.83
1.94,0.07,5.82
1.94,0.08,5.82
1.94,0.08,5.81
1.93,0.08,5.8
1.93,0.08,5.8
1.93,0.07,5.79
1.92,0.07,5.78
1.92,0.07,5.78
1.92,0.07,5.77
1.92,0.07,5.76
1.92,0.07,5.75
1.91,0.06,5.75
1.91,0.06,5.74
1.9,0.06,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.89,0.07,5.72
1.89,0.07,5.72
1.89,0.07,5.71
1.89,0.07,5.71
1.89,0.07,5.71
1.89,0.07,5.71
1.89,0.07,5.7
1.89,0.07,5.7
1.89,0.07,5.7
1.89,0.07,5.7
1.89,0.07,5.7
1.89,0.07,5.7
1.89,0.07,5.7
1.88,0.07,5.7
1.88,0.07,5.7
1.88,0.07,5.7
1.88,0.07,5.7
1.88,0.08,5.7
1.88,0.08,5.7
1.88,0.08,5.7
1.88,0.08,5.7
1.88,0.08,5.7
1.88,0.08,5.7
1.88,0.09,5.7
1.88,0.09,5.7
1.88,0.09,5.71
1.88,0.09,5.71
1.88,0.09,5.7
1.88,0.08,5.7
1.88,0.08,5.7
1.88,0.08,5.7
1.88,0.08,5.7
1.88,0.08,5.7
1.88,0.08,5.7
1.89,0.07,5.7
1.89,0.07,5.7
1.88,0.07,5.7
1.89,0.06,5.69
1.89,0.06,5.69
1.89,0.07,5.69
1.89,0.07,5.7
1.89,0.08,5.7
1.89,0.08,5.71
1.88,0.08,5.71
1.88,0.09,5.71
1.88,0.09,5.72
1.88,0.09,5.72
1.88,0.09,5.72
1.88,0.09,5.72
1.88,0.09,5.72
1.88,0.09,5.72
1.88,0.09,5.72
1.88,0.09,5.72
1.89,0.09,5.72
1.89,0.09,5.72
1.89,0.09,5.72
1.89,0.09,5.72
1.89,0.08,5.72
1.89,0.08,5.72
1.89,0.08,5.72
1.89,0.08,5.71
1.89,0.08,5.72
1.89,0.08,5.72
1.89,0.08,5.72
1.89,0.08,5.72
1.89,0.08,5.72
1.89,0.09,5.72
1.89,0.09,5.72
1.89,0.09,5.72
1.89,0.09,5.72
1.89,0.09,5.72
1.89,0.09,5.72
1.89,0.09,5.72
1.89,0.09,5.72
1.89,0.09,5.72
1.89,0.08,5.72
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.08,5.71
1.89,0.07,5.71
1.9,0.07,5.71
1.9,0.07,5.71
1.9,0.07,5.71
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.72
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.9,0.07,5.73
1.91,0.07,5.73
1.91,0.07,5.73
1.91,0.07,5.73
1.91,0.07,5.73
1.91,0.07,5.73
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.75
1.92,0.07,5.75
1.92,0.07,5.75
1.92,0.07,5.75
1.92,0.07,5.75
1.92,0.07,5.75
1.92,0.07,5.75
1.92,0.07,5.75
1.92,0.07,5.75
1.92,0.07,5.75
1.92,0.07,5.75
1.92,0.07,5.75
1.92,0.07,5.75
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.92,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.74
1.91,0.07,5.75
1.91,0.07,5.75
1.91,0.07,5.75
1.91,0.07,5.75
1.91,0.07,5.75
1.91,0.07,5.75
1.91,0.07,5.76
1.91,0.07,5.76
1.91,0.07,5.76
1.91,0.07,5.76
1.91,0.06,5.76
1.9,0.06,5.77
1.9,0.06,5.77
1.9,0.06,5.77
1.9,0.06,5.77
1.9,0.06,5.77
1.9,0.06,5.78
1.9,0.06,5.78
1.9,0.06,5.78
1.9,0.06,5.78
1.9,0.06,5.78
1.89,0.06,5.78
1.89,0.06,5.79
